,pdq,PDQS,aic,bic
1354,"(3, 1, 3)","(4, 0, 2, 12)",-400.43144176999465,-328.6543080274045
1355,"(3, 1, 4)","(4, 0, 2, 12)",-402.3167871372468,-325.01833541445745
1356,"(4, 1, 1)","(4, 0, 2, 12)",-391.28387833155534,-325.0280625691645
1357,"(4, 1, 2)","(4, 0, 2, 12)",-402.87287846117977,-331.09574471858963
1358,"(4, 1, 3)","(4, 0, 2, 12)",-412.0839319923342,-334.78548026954485
1359,"(4, 1, 4)","(4, 0, 2, 12)",-412.7724758535792,-329.9527061505906
1360,"(1, 1, 1)","(4, 0, 2, 24)",-370.45485065118095,-320.7629888293878
1361,"(1, 1, 2)","(4, 0, 2, 24)",-391.9691368335988,-336.7559570316064
1362,"(1, 1, 3)","(4, 0, 2, 24)",-390.0986093875754,-329.36411160538375
1363,"(1, 1, 4)","(4, 0, 2, 24)",-403.9421190639987,-337.68630330160784
1364,"(2, 1, 1)","(4, 0, 2, 24)",-388.4495249201385,-333.2363451181461
1365,"(2, 1, 2)","(4, 0, 2, 24)",-401.1002511301115,-340.36575334791985
1366,"(2, 1, 3)","(4, 0, 2, 24)",-388.02610795682835,-321.7702921944375
1367,"(2, 1, 4)","(4, 0, 2, 24)",-395.24742973006926,-323.4702959874791
1368,"(3, 1, 1)","(4, 0, 2, 24)",-386.44946643403273,-325.7149686518411
1369,"(3, 1, 2)","(4, 0, 2, 24)",-387.9665002464442,-321.71068448405333
1370,"(3, 1, 3)","(4, 0, 2, 24)",-402.56272981282495,-330.7855960702348
1371,"(3, 1, 4)","(4, 0, 2, 24)",-388.30461459226956,-311.0061628694802
1372,"(4, 1, 1)","(4, 0, 2, 24)",-401.3418789668812,-335.0860632044903
1373,"(4, 1, 2)","(4, 0, 2, 24)",-398.5070628055713,-326.72992906298117
1374,"(4, 1, 3)","(4, 0, 2, 24)",-405.1056963253608,-327.8072446025714
1375,"(4, 1, 4)","(4, 0, 2, 24)",-415.478042698245,-332.6582729952564
1376,"(1, 1, 1)","(4, 0, 3, 12)",-374.00745522480577,-318.79427542281337
1377,"(1, 1, 2)","(4, 0, 3, 12)",-396.63937854765067,-335.90488076545904
1378,"(1, 1, 3)","(4, 0, 3, 12)",-393.1315948308447,-326.87577906845377
1379,"(1, 1, 4)","(4, 0, 3, 12)",-406.0025318512671,-334.225398108677
1380,"(2, 1, 1)","(4, 0, 3, 12)",-394.0834806376471,-333.34898285545546
1381,"(2, 1, 2)","(4, 0, 3, 12)",-403.510707294142,-337.2548915317511
1382,"(2, 1, 3)","(4, 0, 3, 12)",-388.45854764431056,-316.6814139017204
1383,"(2, 1, 4)","(4, 0, 3, 12)",-400.5562106575232,-323.25775893473383
1384,"(3, 1, 1)","(4, 0, 3, 12)",-384.0987545125845,-317.84293875019364
1385,"(3, 1, 2)","(4, 0, 3, 12)",-392.7541158263433,-320.97698208375317
1386,"(3, 1, 3)","(4, 0, 3, 12)",-397.54568672525573,-320.24723500246637
1387,"(3, 1, 4)","(4, 0, 3, 12)",-385.9090223277223,-303.0892526247337
1388,"(4, 1, 1)","(4, 0, 3, 12)",-390.03879928803985,-318.2616655454497
1389,"(4, 1, 2)","(4, 0, 3, 12)",-400.5796109719736,-323.2811592491842
1390,"(4, 1, 3)","(4, 0, 3, 12)",-409.1893061796062,-326.3695364766176
1391,"(4, 1, 4)","(4, 0, 3, 12)",-413.86061883852426,-325.51953115533644
1392,"(1, 1, 1)","(4, 0, 3, 24)",-374.42720256131577,-319.21402275932337
1393,"(1, 1, 2)","(4, 0, 3, 24)",-395.7615886972981,-335.0270909151065
1394,"(1, 1, 3)","(4, 0, 3, 24)",-393.8262510567328,-327.5704352943419
1395,"(1, 1, 4)","(4, 0, 3, 24)",-406.5790775742904,-334.80194383170027
1396,"(2, 1, 1)","(4, 0, 3, 24)",-392.8076454983982,-332.07314771620656
1397,"(2, 1, 2)","(4, 0, 3, 24)",-407.3095512306588,-341.053735468268
1398,"(2, 1, 3)","(4, 0, 3, 24)",-391.8061560504875,-320.0290223078974
1399,"(2, 1, 4)","(4, 0, 3, 24)",-402.33299782322126,-325.0345461004319
1400,"(3, 1, 1)","(4, 0, 3, 24)",-390.87531337955784,-324.619497617167
1401,"(3, 1, 2)","(4, 0, 3, 24)",-391.9055379537648,-320.12840421117465
1402,"(3, 1, 3)","(4, 0, 3, 24)",-403.6495428064504,-326.35109108366106
1403,"(3, 1, 4)","(4, 0, 3, 24)",-391.81528563793086,-308.99551593494226
1404,"(4, 1, 1)","(4, 0, 3, 24)",-407.45673727322173,-335.6796035306316
1405,"(4, 1, 2)","(4, 0, 3, 24)",-402.9559056560407,-325.65745393325136
1406,"(4, 1, 3)","(4, 0, 3, 24)",-408.5005184428996,-325.680748739911
1407,"(4, 1, 4)","(4, 0, 3, 24)",-418.35868509143893,-330.0175974082511
1408,"(1, 1, 1)","(4, 0, 4, 12)",-367.70778789997036,-306.97329011777873
1409,"(1, 1, 2)","(4, 0, 4, 12)",-391.3990771703101,-325.1432614079192
1410,"(1, 1, 3)","(4, 0, 4, 12)",-387.719429950905,-315.9422962083149
1411,"(1, 1, 4)","(4, 0, 4, 12)",-393.98877418841147,-316.6903224656221
1412,"(2, 1, 1)","(4, 0, 4, 12)",-388.36708345849314,-322.11126769610223
1413,"(2, 1, 2)","(4, 0, 4, 12)",-398.70581789023214,-326.928684147642
1414,"(2, 1, 3)","(4, 0, 4, 12)",-387.3955794887525,-310.09712776596314
1415,"(2, 1, 4)","(4, 0, 4, 12)",-386.84373653821365,-304.02396683522505
1416,"(3, 1, 1)","(4, 0, 4, 12)",-386.3437913088443,-314.56665756625415
1417,"(3, 1, 2)","(4, 0, 4, 12)",-386.9593262624132,-309.6608745396238
1418,"(3, 1, 3)","(4, 0, 4, 12)",-392.2752861007914,-309.4555163978028
1419,"(3, 1, 4)","(4, 0, 4, 12)",-398.0362152653057,-309.6951275821179
1420,"(4, 1, 1)","(4, 0, 4, 12)",-386.11114008780174,-308.8126883650124
1421,"(4, 1, 2)","(4, 0, 4, 12)",-395.78751844672564,-312.96774874373705
1422,"(4, 1, 3)","(4, 0, 4, 12)",-404.29443066666204,-315.9533429834742
1423,"(4, 1, 4)","(4, 0, 4, 12)",-411.1719978759096,-317.3095922125225
1424,"(1, 1, 1)","(4, 0, 4, 24)",-371.87763571666125,-311.1431379344696
1425,"(1, 1, 2)","(4, 0, 4, 24)",-393.04115705676924,-326.7853412943783
1426,"(1, 1, 3)","(4, 0, 4, 24)",-391.9739524526116,-320.1968187100215
1427,"(1, 1, 4)","(4, 0, 4, 24)",-408.49147932828043,-331.19302760549107
1428,"(2, 1, 1)","(4, 0, 4, 24)",-390.3558777673766,-324.1000620049857
1429,"(2, 1, 2)","(4, 0, 4, 24)",-402.6879740080585,-330.9108402654684
1430,"(2, 1, 3)","(4, 0, 4, 24)",-389.1689504238558,-311.8704987010664
1431,"(2, 1, 4)","(4, 0, 4, 24)",-401.5759146067137,-318.7561449037251
1432,"(3, 1, 1)","(4, 0, 4, 24)",-388.0066389012883,-316.22950515869815
1433,"(3, 1, 2)","(4, 0, 4, 24)",-389.2055319930449,-311.9070802702555
1434,"(3, 1, 3)","(4, 0, 4, 24)",-401.6690196203216,-318.849249917333
1435,"(3, 1, 4)","(4, 0, 4, 24)",-397.72225396657706,-309.38116628338923
1436,"(4, 1, 1)","(4, 0, 4, 24)",-395.35336103666,-318.0549093138706
1437,"(4, 1, 2)","(4, 0, 4, 24)",-400.33450875319875,-317.51473905021015
1438,"(4, 1, 3)","(4, 0, 4, 24)",-406.29204522189013,-317.9509575387023
1439,"(4, 1, 4)","(4, 0, 4, 24)",-417.50277095920717,-323.64036529582006
1440,"(1, 1, 1)","(4, 1, 0, 12)",142.42790134154973,181.03149966497043
1441,"(1, 1, 2)","(4, 1, 0, 12)",130.28037084702083,174.3987689309302
1442,"(1, 1, 3)","(4, 1, 0, 12)",131.70991318930248,181.3431110337005
1443,"(1, 1, 4)","(4, 1, 0, 12)",132.9308231251306,188.0788207300173
1444,"(2, 1, 1)","(4, 1, 0, 12)",132.93463301456165,177.05303109847102
1445,"(2, 1, 2)","(4, 1, 0, 12)",103.35038359956661,152.98358144396462
1446,"(2, 1, 3)","(4, 1, 0, 12)",133.53527177981454,188.68326938470125
1447,"(2, 1, 4)","(4, 1, 0, 12)",98.72845346246214,159.3912508278375
1448,"(3, 1, 1)","(4, 1, 0, 12)",134.8948719363579,184.5280697807559
1449,"(3, 1, 2)","(4, 1, 0, 12)",90.00953259891514,145.15753020380185
1450,"(3, 1, 3)","(4, 1, 0, 12)",85.94388572806952,146.60668309344487
1451,"(3, 1, 4)","(4, 1, 0, 12)",126.95507214622552,193.13266927208957
1452,"(4, 1, 1)","(4, 1, 0, 12)",110.6528825276888,165.80088013257551
1453,"(4, 1, 2)","(4, 1, 0, 12)",90.59067394133353,151.2534713067089
1454,"(4, 1, 3)","(4, 1, 0, 12)",118.48981727706018,184.66741440292424
1455,"(4, 1, 4)","(4, 1, 0, 12)",71.37232022051722,143.06471710686992
1456,"(1, 1, 1)","(4, 1, 0, 24)",-177.7847078695175,-139.22703644676685
1457,"(1, 1, 2)","(4, 1, 0, 24)",-205.07199666080297,-161.00608646337366
1458,"(1, 1, 3)","(4, 1, 0, 24)",-203.14553666659404,-153.57138769448608
1459,"(1, 1, 4)","(4, 1, 0, 24)",-228.87862514833972,-173.7962374015531
1460,"(2, 1, 1)","(4, 1, 0, 24)",-199.59148017834443,-155.52556998091512
1461,"(2, 1, 2)","(4, 1, 0, 24)",-203.17311757834364,-153.59896860623567
1462,"(2, 1, 3)","(4, 1, 0, 24)",-219.02294844832107,-163.94056070153445
1463,"(2, 1, 4)","(4, 1, 0, 24)",-228.93914119317168,-168.34851467170637
1464,"(3, 1, 1)","(4, 1, 0, 24)",-197.59967588008297,-148.025526907975
1465,"(3, 1, 2)","(4, 1, 0, 24)",-201.17746876461786,-146.09508101783123
1466,"(3, 1, 3)","(4, 1, 0, 24)",-215.2607800060983,-154.67015348463298
1467,"(3, 1, 4)","(4, 1, 0, 24)",-221.1481353916777,-155.04927009553376
1468,"(4, 1, 1)","(4, 1, 0, 24)",-194.6707230834712,-139.58833533668457
1469,"(4, 1, 2)","(4, 1, 0, 24)",-210.07526152402778,-149.48463500256247
1470,"(4, 1, 3)","(4, 1, 0, 24)",-217.30856575681884,-151.20970046067487
1471,"(4, 1, 4)","(4, 1, 0, 24)",-217.18132947022087,-145.57422539939824
1472,"(1, 1, 1)","(4, 1, 1, 12)",-31.087486659277374,13.030911424631988
1473,"(1, 1, 2)","(4, 1, 1, 12)",-50.54594869366815,-0.9127508492701253
1474,"(1, 1, 3)","(4, 1, 1, 12)",-41.77582624190677,13.372171362979927
1475,"(1, 1, 4)","(4, 1, 1, 12)",-47.527062876715206,13.135734488660162
1476,"(2, 1, 1)","(4, 1, 1, 12)",-38.70073964864844,10.93245819574959
1477,"(2, 1, 2)","(4, 1, 1, 12)",-63.322263737830724,-8.174266132944027
1478,"(2, 1, 3)","(4, 1, 1, 12)",-38.31211450010022,22.350682865275147
1479,"(2, 1, 4)","(4, 1, 1, 12)",79.04353985666069,145.22113698252474
1480,"(3, 1, 1)","(4, 1, 1, 12)",-35.58762800352514,19.560369601361558
1481,"(3, 1, 2)","(4, 1, 1, 12)",-48.75511658270358,11.90768078267179
1482,"(3, 1, 3)","(4, 1, 1, 12)",-24.174076119839356,42.003521006024684
1483,"(3, 1, 4)","(4, 1, 1, 12)",33.54616794490312,105.23856483125583
1484,"(4, 1, 1)","(4, 1, 1, 12)",-47.65449074777132,13.008306617604049
1485,"(4, 1, 2)","(4, 1, 1, 12)",-19.929524968098747,46.24807215776529
1486,"(4, 1, 3)","(4, 1, 1, 12)",96.65847625092465,168.35087313727735
1487,"(4, 1, 4)","(4, 1, 1, 12)",45.35597658728034,122.56317323412172
1488,"(1, 1, 1)","(4, 1, 1, 24)",-367.4996904514863,-323.43378025405696
1489,"(1, 1, 2)","(4, 1, 1, 24)",-390.9103053338697,-341.3361563617617
1490,"(1, 1, 3)","(4, 1, 1, 24)",-388.9371161310575,-333.85472838427086
1491,"(1, 1, 4)","(4, 1, 1, 24)",-402.87377577614956,-342.28314925468425
1492,"(2, 1, 1)","(4, 1, 1, 24)",-387.8699542745452,-338.2958053024372
1493,"(2, 1, 2)","(4, 1, 1, 24)",-385.79277191481344,-330.71038416802685
1494,"(2, 1, 3)","(4, 1, 1, 24)",-400.18537651151433,-339.594749990049
1495,"(2, 1, 4)","(4, 1, 1, 24)",-405.3365952885152,-339.2377299923712
1496,"(3, 1, 1)","(4, 1, 1, 24)",-385.8934816743176,-330.81109392753103
1497,"(3, 1, 2)","(4, 1, 1, 24)",-386.8292473728001,-326.2386208513348
1498,"(3, 1, 3)","(4, 1, 1, 24)",-403.064402510671,-336.96553721452705
1499,"(3, 1, 4)","(4, 1, 1, 24)",-406.99294581718044,-335.3858417463578
1500,"(4, 1, 1)","(4, 1, 1, 24)",-395.0642023250776,-334.4735758036123
1501,"(4, 1, 2)","(4, 1, 1, 24)",-397.5393510872228,-331.44048579107886
1502,"(4, 1, 3)","(4, 1, 1, 24)",-406.08002272007593,-334.4729186492533
1503,"(4, 1, 4)","(4, 1, 1, 24)",-397.1127006465945,-319.9973578010932
1504,"(1, 1, 1)","(4, 1, 2, 12)",-313.5517113852785,-263.9185135408805
1505,"(1, 1, 2)","(4, 1, 2, 12)",-334.4533156049374,-279.3053180000507
1506,"(1, 1, 3)","(4, 1, 2, 12)",-329.83580699895185,-269.1730096335765
1507,"(1, 1, 4)","(4, 1, 2, 12)",-343.16078199896106,-276.983184873097
1508,"(2, 1, 1)","(4, 1, 2, 12)",-323.53029008452313,-268.3822924796364
1509,"(2, 1, 2)","(4, 1, 2, 12)",-343.1160636935067,-282.45326632813135
1510,"(2, 1, 3)","(4, 1, 2, 12)",-334.62826822761616,-268.4506711017521
1511,"(2, 1, 4)","(4, 1, 2, 12)",-324.86683840207934,-253.17444151572664
1512,"(3, 1, 1)","(4, 1, 2, 12)",-362.45746080501783,-301.7946634396425
1513,"(3, 1, 2)","(4, 1, 2, 12)",-329.4251412487466,-263.2475441228826
1514,"(3, 1, 3)","(4, 1, 2, 12)",-369.40012407684276,-297.70772719049006
1515,"(3, 1, 4)","(4, 1, 2, 12)",-331.0671767325081,-253.85998008566668
1516,"(4, 1, 1)","(4, 1, 2, 12)",-386.9389956916856,-320.76139856582154
1517,"(4, 1, 2)","(4, 1, 2, 12)",-346.99724102025573,-275.30484413390303
1518,"(4, 1, 3)","(4, 1, 2, 12)",-334.75613080769836,-257.54893416085696
1519,"(4, 1, 4)","(4, 1, 2, 12)",-318.4887207948218,-235.76672438749176
1520,"(1, 1, 1)","(4, 1, 2, 24)",-369.14274442840156,-319.56859545629356
1521,"(1, 1, 2)","(4, 1, 2, 24)",-391.89562548367917,-336.8132377368926
1522,"(1, 1, 3)","(4, 1, 2, 24)",-389.93899412438685,-329.34836760292154
1523,"(1, 1, 4)","(4, 1, 2, 24)",-414.1498088790621,-348.05094358291814
1524,"(2, 1, 1)","(4, 1, 2, 24)",-388.74591866878035,-333.6635309219937
1525,"(2, 1, 2)","(4, 1, 2, 24)",-391.6444875638716,-331.0538610424063
1526,"(2, 1, 3)","(4, 1, 2, 24)",-407.40652226213325,-341.3076569659893
1527,"(2, 1, 4)","(4, 1, 2, 24)",-413.23147685218373,-341.6243727813611
1528,"(3, 1, 1)","(4, 1, 2, 24)",-386.75853368188336,-326.16790716041805
1529,"(3, 1, 2)","(4, 1, 2, 24)",-387.94561799520284,-321.84675269905887
1530,"(3, 1, 3)","(4, 1, 2, 24)",-405.25693094572785,-333.6498268749052
1531,"(3, 1, 4)","(4, 1, 2, 24)",-415.62733039256926,-338.511987547068
1532,"(4, 1, 1)","(4, 1, 2, 24)",-397.00947805263775,-330.9106127564938
1533,"(4, 1, 2)","(4, 1, 2, 24)",-398.99051920484663,-327.383415134024
1534,"(4, 1, 3)","(4, 1, 2, 24)",-409.29778259717455,-332.18243975167326
1535,"(4, 1, 4)","(4, 1, 2, 24)",-401.46833413314675,-318.8447525129668
1536,"(1, 1, 1)","(4, 1, 3, 12)",-353.78283008121423,-298.6348324763275
1537,"(1, 1, 2)","(4, 1, 3, 12)",-373.63586876178096,-312.9730713964056
1538,"(1, 1, 3)","(4, 1, 3, 12)",-372.3773871299382,-306.19979000407415
1539,"(1, 1, 4)","(4, 1, 3, 12)",-371.1060566914739,-299.4136598051212
1540,"(2, 1, 1)","(4, 1, 3, 12)",-371.0335254965561,-310.3707281311807
1541,"(2, 1, 2)","(4, 1, 3, 12)",-379.5947685996717,-313.4171714738076
1542,"(2, 1, 3)","(4, 1, 3, 12)",-370.9816244829498,-299.28922759659713
1543,"(2, 1, 4)","(4, 1, 3, 12)",-383.85923038520986,-306.65203373836846
1544,"(3, 1, 1)","(4, 1, 3, 12)",-368.3900120373812,-302.21241491151716
1545,"(3, 1, 2)","(4, 1, 3, 12)",-386.4532636419698,-314.7608667556171
1546,"(3, 1, 3)","(4, 1, 3, 12)",-393.10342919410084,-315.89623254725944
1547,"(3, 1, 4)","(4, 1, 3, 12)",-370.68662149248377,-287.9646250851537
1548,"(4, 1, 1)","(4, 1, 3, 12)",-380.9217335619996,-309.2293366756469
1549,"(4, 1, 2)","(4, 1, 3, 12)",-384.91297220353124,-307.70577555668984
1550,"(4, 1, 3)","(4, 1, 3, 12)",-389.197298841827,-306.47530243449694
1551,"(4, 1, 4)","(4, 1, 3, 12)",-391.01990751354776,-302.783111345729
1552,"(1, 1, 1)","(4, 1, 3, 24)",-369.6720701221599,-314.5896823753733
1553,"(1, 1, 2)","(4, 1, 3, 24)",-391.906378575793,-331.3157520543277
1554,"(1, 1, 3)","(4, 1, 3, 24)",-389.9477882417583,-323.84892294561433
1555,"(1, 1, 4)","(4, 1, 3, 24)",-408.43620031776095,-336.8290962469383
1556,"(2, 1, 1)","(4, 1, 3, 24)",-389.0759353677618,-328.4853088462965
1557,"(2, 1, 2)","(4, 1, 3, 24)",-388.3473765661159,-322.2485112699719
1558,"(2, 1, 3)","(4, 1, 3, 24)",-407.6660086404041,-336.05890456958144
1559,"(2, 1, 4)","(4, 1, 3, 24)",-412.21214724858544,-335.09680440308415
1560,"(3, 1, 1)","(4, 1, 3, 24)",-387.10663288972097,-321.007767593577
1561,"(3, 1, 2)","(4, 1, 3, 24)",-387.7744264169421,-316.1673223461195
1562,"(3, 1, 3)","(4, 1, 3, 24)",-405.45009265014096,-328.33474980463967
1563,"(3, 1, 4)","(4, 1, 3, 24)",-407.7960107443378,-325.1724291241579
1564,"(4, 1, 1)","(4, 1, 3, 24)",-395.43799292608776,-323.83088885526513
1565,"(4, 1, 2)","(4, 1, 3, 24)",-399.1739479019718,-322.0586050564705
1566,"(4, 1, 3)","(4, 1, 3, 24)",-409.457419398199,-326.8338377780191
1567,"(4, 1, 4)","(4, 1, 3, 24)",-401.30748501850417,-313.17566462364556
1568,"(1, 1, 1)","(4, 1, 4, 12)",-358.1301657737077,-297.46736840833233
1569,"(1, 1, 2)","(4, 1, 4, 12)",-377.7057544665147,-311.52815734065064
1570,"(1, 1, 3)","(4, 1, 4, 12)",-376.7932890888653,-305.1008922025126
1571,"(1, 1, 4)","(4, 1, 4, 12)",-374.7868186571602,-297.5796220103188
1572,"(2, 1, 1)","(4, 1, 4, 12)",-377.11536922678295,-310.9377721009189
1573,"(2, 1, 2)","(4, 1, 4, 12)",-385.5953170033139,-313.9029201169612
1574,"(2, 1, 3)","(4, 1, 4, 12)",-375.9370629140161,-298.7298662671747
1575,"(2, 1, 4)","(4, 1, 4, 12)",-373.54767286742987,-290.8256764600998
1576,"(3, 1, 1)","(4, 1, 4, 12)",-374.85190902870147,-303.1595121423488
1577,"(3, 1, 2)","(4, 1, 4, 12)",-385.5347355110412,-308.3275388641998
1578,"(3, 1, 3)","(4, 1, 4, 12)",-399.04577666888963,-316.3237802615596
1579,"(3, 1, 4)","(4, 1, 4, 12)",-373.0778609028372,-284.84106473501845
1580,"(4, 1, 1)","(4, 1, 4, 12)",-378.1984981712219,-300.9913015243805
1581,"(4, 1, 2)","(4, 1, 4, 12)",-386.1089401644181,-303.38694375708803
1582,"(4, 1, 3)","(4, 1, 4, 12)",-390.9477143495537,-302.71091818173494
1583,"(4, 1, 4)","(4, 1, 4, 12)",-394.70396309529605,-300.95236716698867
1584,"(1, 1, 1)","(4, 1, 4, 24)",-369.26849797372614,-308.67787145226083
1585,"(1, 1, 2)","(4, 1, 4, 24)",-390.52848079499205,-324.4296154988481
1586,"(1, 1, 3)","(4, 1, 4, 24)",-388.38919532183036,-316.7820912510077
1587,"(1, 1, 4)","(4, 1, 4, 24)",-402.9493784375809,-325.8340355920796
1588,"(2, 1, 1)","(4, 1, 4, 24)",-388.4580191102695,-322.35915381412553
1589,"(2, 1, 2)","(4, 1, 4, 24)",-390.79105722022507,-319.18395314940244
1590,"(2, 1, 3)","(4, 1, 4, 24)",-400.62529618031954,-323.50995333481825
1591,"(2, 1, 4)","(4, 1, 4, 24)",-411.92920096205415,-329.3056193418742
1592,"(3, 1, 1)","(4, 1, 4, 24)",-385.73212669157095,-314.1250226207483
1593,"(3, 1, 2)","(4, 1, 4, 24)",-385.92317361431594,-308.80783076881465
1594,"(3, 1, 3)","(4, 1, 4, 24)",-402.9675269094729,-320.34394528929295
1595,"(3, 1, 4)","(4, 1, 4, 24)",-408.83665291242437,-320.70483251756576
1596,"(4, 1, 1)","(4, 1, 4, 24)",-394.4504984896772,-317.3351556441759
1597,"(4, 1, 2)","(4, 1, 4, 24)",-397.251403447882,-314.62782182770206
1598,"(4, 1, 3)","(4, 1, 4, 24)",-407.3439647399951,-319.2121443451365
1599,"(4, 1, 4)","(4, 1, 4, 24)",-399.3496726985875,-305.7096135290502
