,pdq,PDQS,aic,bic
329,"(3, 1, 2)","(1, 0, 0, 12)",434.47038531291423,473.1196111743089
330,"(3, 1, 3)","(1, 0, 0, 12)",267.43606767794756,311.6066115195415
331,"(3, 1, 4)","(1, 0, 0, 12)",266.95390959062314,316.6457714124163
332,"(4, 1, 1)","(1, 0, 0, 12)",227.57917335093077,266.2283992123254
333,"(4, 1, 2)","(1, 0, 0, 12)",422.94348748504615,467.1140313266401
334,"(4, 1, 3)","(1, 0, 0, 12)",250.33196521276187,300.02382703455504
335,"(4, 1, 4)","(1, 0, 0, 12)",253.51560483298667,308.7287846349791
336,"(1, 1, 1)","(1, 0, 0, 24)",182.01563055688985,204.10090247768682
337,"(1, 1, 2)","(1, 0, 0, 24)",171.02113570974484,198.62772561074104
338,"(1, 1, 3)","(1, 0, 0, 24)",171.39552701489828,204.5234348960937
339,"(1, 1, 4)","(1, 0, 0, 24)",138.92300610168127,177.57223196307595
340,"(2, 1, 1)","(1, 0, 0, 24)",173.2192438490532,200.8258337500494
341,"(2, 1, 2)","(1, 0, 0, 24)",58.229767878520875,91.35767575971632
342,"(2, 1, 3)","(1, 0, 0, 24)",172.3100641535808,210.9592900149755
343,"(2, 1, 4)","(1, 0, 0, 24)",167.51130039320793,211.68184423480184
344,"(3, 1, 1)","(1, 0, 0, 24)",175.1244628312079,208.25237071240332
345,"(3, 1, 2)","(1, 0, 0, 24)",172.00239655296866,210.65162241436335
346,"(3, 1, 3)","(1, 0, 0, 24)",62.72782086659106,106.89836470818497
347,"(3, 1, 4)","(1, 0, 0, 24)",139.2947335061745,188.98659532796768
348,"(4, 1, 1)","(1, 0, 0, 24)",48.36773678774182,87.0169626491365
349,"(4, 1, 2)","(1, 0, 0, 24)",156.3040559457051,200.474599787299
350,"(4, 1, 3)","(1, 0, 0, 24)",93.83565934625784,143.527521168051
351,"(4, 1, 4)","(1, 0, 0, 24)",56.3768444280181,111.5900242300105
352,"(1, 1, 1)","(1, 0, 1, 12)",1.0459691232210844,28.652559024217283
353,"(1, 1, 2)","(1, 0, 1, 12)",-64.91775491020445,-31.78984702900901
354,"(1, 1, 3)","(1, 0, 1, 12)",-36.74267322698563,1.9065526344090458
355,"(1, 1, 4)","(1, 0, 1, 12)",-105.25325213697505,-61.08270829538113
356,"(2, 1, 1)","(1, 0, 1, 12)",-93.14897027106252,-60.02106238986708
357,"(2, 1, 2)","(1, 0, 1, 12)",-65.93682817822102,-27.287602316826344
358,"(2, 1, 3)","(1, 0, 1, 12)",-133.99703338268927,-89.82648954109536
359,"(2, 1, 4)","(1, 0, 1, 12)",-138.0272070255163,-88.33534520372315
360,"(3, 1, 1)","(1, 0, 1, 12)",-117.67772736248611,-79.02850150109143
361,"(3, 1, 2)","(1, 0, 1, 12)",-89.1848003010208,-45.01425645942688
362,"(3, 1, 3)","(1, 0, 1, 12)",-120.32379324626629,-70.63193142447314
363,"(3, 1, 4)","(1, 0, 1, 12)",-114.02201427060479,-58.80883446861239
364,"(4, 1, 1)","(1, 0, 1, 12)",-132.85673051261819,-88.68618667102427
365,"(4, 1, 2)","(1, 0, 1, 12)",-114.0286992635256,-64.33683744173244
366,"(4, 1, 3)","(1, 0, 1, 12)",-126.8331780057554,-71.619998203763
367,"(4, 1, 4)","(1, 0, 1, 12)",-124.79108243730809,-64.05658465511645
368,"(1, 1, 1)","(1, 0, 1, 24)",-372.21855275692275,-344.61196285592655
369,"(1, 1, 2)","(1, 0, 1, 24)",-394.2988959456406,-361.17098806444517
370,"(1, 1, 3)","(1, 0, 1, 24)",-392.3765147763464,-353.72728891495177
371,"(1, 1, 4)","(1, 0, 1, 24)",-409.53378427873537,-365.3632404371414
372,"(2, 1, 1)","(1, 0, 1, 24)",-391.4554136721249,-358.3275057909295
373,"(2, 1, 2)","(1, 0, 1, 24)",-406.93268080617844,-368.2834549447838
374,"(2, 1, 3)","(1, 0, 1, 24)",-390.3894080914034,-346.2188642498095
375,"(2, 1, 4)","(1, 0, 1, 24)",-402.96115221792184,-353.26929039612867
376,"(3, 1, 1)","(1, 0, 1, 24)",-389.4742551488671,-350.82502928747243
377,"(3, 1, 2)","(1, 0, 1, 24)",-390.38600156699846,-346.2154577254045
378,"(3, 1, 3)","(1, 0, 1, 24)",-407.20021891023447,-357.5083570884413
379,"(3, 1, 4)","(1, 0, 1, 24)",-400.5839434286745,-345.3707636266821
380,"(4, 1, 1)","(1, 0, 1, 24)",-405.72499769349366,-361.5544538518997
381,"(4, 1, 2)","(1, 0, 1, 24)",-401.7191506096944,-352.0272887879012
382,"(4, 1, 3)","(1, 0, 1, 24)",-404.4532251077372,-349.2400453057448
383,"(4, 1, 4)","(1, 0, 1, 24)",-417.6258530644619,-356.8913552822703
384,"(1, 1, 1)","(1, 0, 2, 12)",-38.32351773512352,-5.195609853928076
385,"(1, 1, 2)","(1, 0, 2, 12)",-97.05376929965854,-58.404543438263865
386,"(1, 1, 3)","(1, 0, 2, 12)",-72.00355106055125,-27.833007218957327
387,"(1, 1, 4)","(1, 0, 2, 12)",-138.47111018817458,-88.77924836638142
388,"(2, 1, 1)","(1, 0, 2, 12)",-116.71478797835488,-78.0655621169602
389,"(2, 1, 2)","(1, 0, 2, 12)",-107.02136795841236,-62.85082411681844
390,"(2, 1, 3)","(1, 0, 2, 12)",-161.28494158209966,-111.59307976030651
391,"(2, 1, 4)","(1, 0, 2, 12)",-131.56825166763548,-76.35507186564308
392,"(3, 1, 1)","(1, 0, 2, 12)",-143.14550077314252,-98.9749569315486
393,"(3, 1, 2)","(1, 0, 2, 12)",-113.73457672112389,-64.04271489933073
394,"(3, 1, 3)","(1, 0, 2, 12)",-127.1377205778447,-71.92454077585231
395,"(3, 1, 4)","(1, 0, 2, 12)",-156.084207723571,-95.34970994137937
396,"(4, 1, 1)","(1, 0, 2, 12)",-156.45861058996488,-106.76674876817172
397,"(4, 1, 2)","(1, 0, 2, 12)",-123.43851659787657,-68.22533679588417
398,"(4, 1, 3)","(1, 0, 2, 12)",-151.65684122682637,-90.92234344463473
399,"(4, 1, 4)","(1, 0, 2, 12)",-120.77067081217973,-54.51485504978885
400,"(1, 1, 1)","(1, 0, 2, 24)",-370.93745730580633,-337.8095494246109
401,"(1, 1, 2)","(1, 0, 2, 24)",-392.86923058531266,-354.220004723918
402,"(1, 1, 3)","(1, 0, 2, 24)",-390.9556863826348,-346.78514254104084
403,"(1, 1, 4)","(1, 0, 2, 24)",-407.2669458403572,-357.57508401856404
404,"(2, 1, 1)","(1, 0, 2, 24)",-389.89633534025825,-351.2471094788636
405,"(2, 1, 2)","(1, 0, 2, 24)",-407.66557840802307,-363.4950345664291
406,"(2, 1, 3)","(1, 0, 2, 24)",-388.9630926155303,-339.2712307937371
407,"(2, 1, 4)","(1, 0, 2, 24)",-401.79963646893833,-346.58645666694594
408,"(3, 1, 1)","(1, 0, 2, 24)",-387.9108809339867,-343.74033709239274
409,"(3, 1, 2)","(1, 0, 2, 24)",-388.8238582495293,-339.1319964277361
410,"(3, 1, 3)","(1, 0, 2, 24)",-401.2293589713156,-346.0161791693232
411,"(3, 1, 4)","(1, 0, 2, 24)",-397.2658459681546,-336.531348185963
412,"(4, 1, 1)","(1, 0, 2, 24)",-395.9474996365267,-346.2556378147335
413,"(4, 1, 2)","(1, 0, 2, 24)",-400.2519206619207,-345.0387408599283
414,"(4, 1, 3)","(1, 0, 2, 24)",-405.52500259819544,-344.7905048160038
415,"(4, 1, 4)","(1, 0, 2, 24)",-414.8104925015882,-348.55467673919736
416,"(1, 1, 1)","(1, 0, 3, 12)",-100.05257251335041,-61.40334665195574
417,"(1, 1, 2)","(1, 0, 3, 12)",-146.34374933943747,-102.17320549784355
418,"(1, 1, 3)","(1, 0, 3, 12)",-129.06257579908126,-79.3707139772881
419,"(1, 1, 4)","(1, 0, 3, 12)",-190.9192135473483,-135.7060337453559
420,"(2, 1, 1)","(1, 0, 3, 12)",-157.71632616634543,-113.54578232475151
421,"(2, 1, 2)","(1, 0, 3, 12)",-165.69949925231407,-116.00763743052092
422,"(2, 1, 3)","(1, 0, 3, 12)",-198.56082253620582,-143.34764273421342
423,"(2, 1, 4)","(1, 0, 3, 12)",-179.74926317904954,-119.0147653968579
424,"(3, 1, 1)","(1, 0, 3, 12)",-154.27453669186906,-104.5826748700759
425,"(3, 1, 2)","(1, 0, 3, 12)",-151.55310889900517,-96.33992909701277
426,"(3, 1, 3)","(1, 0, 3, 12)",-168.24194782460825,-107.50745004241661
427,"(3, 1, 4)","(1, 0, 3, 12)",-199.1451157337433,-132.88929997135241
428,"(4, 1, 1)","(1, 0, 3, 12)",-187.29418679654015,-132.08100699454775
429,"(4, 1, 2)","(1, 0, 3, 12)",-164.26852111984346,-103.53402333765182
430,"(4, 1, 3)","(1, 0, 3, 12)",-170.5872170678041,-104.33140130541321
431,"(4, 1, 4)","(1, 0, 3, 12)",-167.40526251186355,-95.62812876927343
432,"(1, 1, 1)","(1, 0, 3, 24)",-372.9550950651753,-334.3058692037807
433,"(1, 1, 2)","(1, 0, 3, 24)",-395.08370098598164,-350.9131571443877
434,"(1, 1, 3)","(1, 0, 3, 24)",-391.8862793801962,-342.194417558403
435,"(1, 1, 4)","(1, 0, 3, 24)",-410.6700608119796,-355.4568810099872
436,"(2, 1, 1)","(1, 0, 3, 24)",-391.75662973645177,-347.58608589485783
437,"(2, 1, 2)","(1, 0, 3, 24)",-410.5076303348601,-360.8157685130669
438,"(2, 1, 3)","(1, 0, 3, 24)",-391.2217534452113,-336.0085736432189
439,"(2, 1, 4)","(1, 0, 3, 24)",-404.0416638067696,-343.30716602457795
440,"(3, 1, 1)","(1, 0, 3, 24)",-389.75968413828184,-340.0678223164887
441,"(3, 1, 2)","(1, 0, 3, 24)",-391.18849424061636,-335.97531443862397
442,"(3, 1, 3)","(1, 0, 3, 24)",-399.314838444881,-338.58034066268937
443,"(3, 1, 4)","(1, 0, 3, 24)",-398.1473730321303,-331.89155726973945
444,"(4, 1, 1)","(1, 0, 3, 24)",-396.5301150612198,-341.3169352592274
445,"(4, 1, 2)","(1, 0, 3, 24)",-400.37673310834674,-339.6422353261551
446,"(4, 1, 3)","(1, 0, 3, 24)",-414.27912564739444,-348.0233098850035
447,"(4, 1, 4)","(1, 0, 3, 24)",-405.9918576821609,-334.2147239395708
448,"(1, 1, 1)","(1, 0, 4, 12)",-126.49229220162232,-82.32174836002841
449,"(1, 1, 2)","(1, 0, 4, 12)",-171.55898390393477,-121.86712208214162
450,"(1, 1, 3)","(1, 0, 4, 12)",-159.39497543763724,-104.18179563564485
451,"(1, 1, 4)","(1, 0, 4, 12)",-216.08424486475812,-155.34974708256647
452,"(2, 1, 1)","(1, 0, 4, 12)",-178.0471027006422,-128.35524087884903
453,"(2, 1, 2)","(1, 0, 4, 12)",-194.51114109460627,-139.29796129261388
454,"(2, 1, 3)","(1, 0, 4, 12)",-205.30809678372478,-144.57359900153313
455,"(2, 1, 4)","(1, 0, 4, 12)",-191.75638574324495,-125.50056998085407
456,"(3, 1, 1)","(1, 0, 4, 12)",-188.75912466269568,-133.5459448607033
457,"(3, 1, 2)","(1, 0, 4, 12)",-173.9878441900327,-113.25334640784105
458,"(3, 1, 3)","(1, 0, 4, 12)",-195.22309853618756,-128.96728277379668
459,"(3, 1, 4)","(1, 0, 4, 12)",-181.99440030232552,-110.21726655973539
460,"(4, 1, 1)","(1, 0, 4, 12)",-203.22451690018465,-142.49001911799303
461,"(4, 1, 2)","(1, 0, 4, 12)",-188.27112804858234,-122.01531228619146
462,"(4, 1, 3)","(1, 0, 4, 12)",-215.55197476158838,-143.77484101899825
463,"(4, 1, 4)","(1, 0, 4, 12)",-194.10297008854906,-116.8045183657597
464,"(1, 1, 1)","(1, 0, 4, 24)",-370.97711784166046,-326.8065740000665
465,"(1, 1, 2)","(1, 0, 4, 24)",-393.2483352312686,-343.5564734094754
466,"(1, 1, 3)","(1, 0, 4, 24)",-390.54847933965885,-335.33529953766646
467,"(1, 1, 4)","(1, 0, 4, 24)",,
468,"(2, 1, 1)","(1, 0, 4, 24)",-389.88991747293596,-340.1980556511428
469,"(2, 1, 2)","(1, 0, 4, 24)",-407.30766593706164,-352.09448613506925
470,"(2, 1, 3)","(1, 0, 4, 24)",-389.3643142934003,-328.6298165112087
471,"(2, 1, 4)","(1, 0, 4, 24)",-402.3457734712524,-336.08995770886156
472,"(3, 1, 1)","(1, 0, 4, 24)",-385.38956499495083,-330.17638519295843
473,"(3, 1, 2)","(1, 0, 4, 24)",-388.81278076563984,-328.0782829834482
474,"(3, 1, 3)","(1, 0, 4, 24)",-392.5709416633516,-326.31512590096077
475,"(3, 1, 4)","(1, 0, 4, 24)",-397.44406547405686,-325.6669317314667
476,"(4, 1, 1)","(1, 0, 4, 24)",-400.45287582534525,-339.7183780431536
477,"(4, 1, 2)","(1, 0, 4, 24)",-397.36850628782565,-331.1126905254348
478,"(4, 1, 3)","(1, 0, 4, 24)",-407.29042353821893,-335.5132897956288
479,"(4, 1, 4)","(1, 0, 4, 24)",-405.61114513394614,-328.3126934111568
480,"(1, 1, 1)","(1, 1, 0, 12)",483.78488962618883,505.8440886681435
481,"(1, 1, 2)","(1, 1, 0, 12)",477.246700535804,504.8206993382473
482,"(1, 1, 3)","(1, 1, 0, 12)",476.73496332237886,509.8237618853109
483,"(1, 1, 4)","(1, 1, 0, 12)",475.5928979626143,514.196496286035
484,"(2, 1, 1)","(1, 1, 0, 12)",480.2303191203946,507.8043179228379
485,"(2, 1, 2)","(1, 1, 0, 12)",396.21759724239234,429.30639580532437
486,"(2, 1, 3)","(1, 1, 0, 12)",477.6061841534238,516.2097824768445
487,"(2, 1, 4)","(1, 1, 0, 12)",426.04024026354756,470.15863834745693
488,"(3, 1, 1)","(1, 1, 0, 12)",481.21275119661595,514.3015497595479
489,"(3, 1, 2)","(1, 1, 0, 12)",401.28021067161717,439.88380899503784
490,"(3, 1, 3)","(1, 1, 0, 12)",398.2979659117177,442.4163639956271
491,"(3, 1, 4)","(1, 1, 0, 12)",424.29502432334937,473.9282221677474
492,"(4, 1, 1)","(1, 1, 0, 12)",400.0800162201847,438.68361454360536
493,"(4, 1, 2)","(1, 1, 0, 12)",396.076699922957,440.1950980068664
494,"(4, 1, 3)","(1, 1, 0, 12)",418.5790851305631,468.2122829749611
495,"(4, 1, 4)","(1, 1, 0, 12)",414.5740978025485,469.72209540743523
496,"(1, 1, 1)","(1, 1, 0, 24)",197.32840814159277,219.3613632403074
497,"(1, 1, 2)","(1, 1, 0, 24)",180.314153529206,207.8553474025993
498,"(1, 1, 3)","(1, 1, 0, 24)",182.24338148087844,215.29281412895043
499,"(1, 1, 4)","(1, 1, 0, 24)",142.2887744054787,180.84644582822935
500,"(2, 1, 1)","(1, 1, 0, 24)",182.32218632225045,209.86338019564374
501,"(2, 1, 2)","(1, 1, 0, 24)",167.80028848561238,200.84972113368437
502,"(2, 1, 3)","(1, 1, 0, 24)",139.38838610603915,177.9460575287898
503,"(2, 1, 4)","(1, 1, 0, 24)",139.57546605452092,183.64137625195022
504,"(3, 1, 1)","(1, 1, 0, 24)",184.28868403904391,217.3381166871159
505,"(3, 1, 2)","(1, 1, 0, 24)",184.21385225696991,222.77152367972056
506,"(3, 1, 3)","(1, 1, 0, 24)",139.89077947728686,183.95668967471616
507,"(3, 1, 4)","(1, 1, 0, 24)",126.45800737787022,176.03215634997818
508,"(4, 1, 1)","(1, 1, 0, 24)",170.25716246483182,208.81483388758247
509,"(4, 1, 2)","(1, 1, 0, 24)",153.46595891219084,197.53186910962015
510,"(4, 1, 3)","(1, 1, 0, 24)",166.82737283098777,216.40152180309573
511,"(4, 1, 4)","(1, 1, 0, 24)",169.341302185666,224.42368993245262
512,"(1, 1, 1)","(1, 1, 1, 12)",152.31309908464067,179.88709788708402
513,"(1, 1, 2)","(1, 1, 1, 12)",145.98884556416328,179.0776441270953
514,"(1, 1, 3)","(1, 1, 1, 12)",146.90999225269366,185.51359057611435
515,"(1, 1, 4)","(1, 1, 1, 12)",145.91855539374285,190.03695347765222
516,"(2, 1, 1)","(1, 1, 1, 12)",147.08032409265627,180.1691226555883
517,"(2, 1, 2)","(1, 1, 1, 12)",35.67115636884938,74.27475469227008
518,"(2, 1, 3)","(1, 1, 1, 12)",148.4382122832411,192.55661036715048
519,"(2, 1, 4)","(1, 1, 1, 12)",4.0869662839076,53.720164128305626
520,"(3, 1, 1)","(1, 1, 1, 12)",149.03604723636835,187.63964555978905
521,"(3, 1, 2)","(1, 1, 1, 12)",34.57481984992876,78.69321793383813
522,"(3, 1, 3)","(1, 1, 1, 12)",56.44800653823131,106.08120438262934
523,"(3, 1, 4)","(1, 1, 1, 12)",113.28758076389249,168.4355783687792
524,"(4, 1, 1)","(1, 1, 1, 12)",7.7170954756829815,51.835493559592344
525,"(4, 1, 2)","(1, 1, 1, 12)",89.78351673038469,139.4167145747827
526,"(4, 1, 3)","(1, 1, 1, 12)",40.83044644694894,95.97844405183564
527,"(4, 1, 4)","(1, 1, 1, 12)",17.885167059594096,78.54796442496946
528,"(1, 1, 1)","(1, 1, 1, 24)",-368.79638147699393,-341.25518760360063
529,"(1, 1, 2)","(1, 1, 1, 24)",-391.56922241827016,-358.5197897701982
530,"(1, 1, 3)","(1, 1, 1, 24)",-389.5881925954719,-351.03052117272125
531,"(1, 1, 4)","(1, 1, 1, 24)",-416.09017190356565,-372.0242617061364
532,"(2, 1, 1)","(1, 1, 1, 24)",-388.9693606023293,-355.91992795425733
533,"(2, 1, 2)","(1, 1, 1, 24)",-397.5475053223186,-358.989833899568
534,"(2, 1, 3)","(1, 1, 1, 24)",-412.7657216693955,-368.6998114719662
535,"(2, 1, 4)","(1, 1, 1, 24)",-413.5380345848945,-363.9638856127865
536,"(3, 1, 1)","(1, 1, 1, 24)",-387.00637846588654,-348.44870704313587
537,"(3, 1, 2)","(1, 1, 1, 24)",-387.64111429373975,-343.5752040963105
538,"(3, 1, 3)","(1, 1, 1, 24)",-408.632601848467,-359.05845287635907
539,"(3, 1, 4)","(1, 1, 1, 24)",-416.1797711484393,-361.0973834016527
540,"(4, 1, 1)","(1, 1, 1, 24)",-403.5589363535617,-359.4930261561324
541,"(4, 1, 2)","(1, 1, 1, 24)",-398.9090848750891,-349.3349359029811
542,"(4, 1, 3)","(1, 1, 1, 24)",-408.5743833705352,-353.4919956237486
543,"(4, 1, 4)","(1, 1, 1, 24)",-400.7268839177103,-340.136257396245
544,"(1, 1, 1)","(1, 1, 2, 12)",-355.1886242840483,-322.09982572111625
545,"(1, 1, 2)","(1, 1, 2, 12)",-377.16150876385694,-338.5579104404363
546,"(1, 1, 3)","(1, 1, 2, 12)",-372.4322329453815,-328.3138348614721
547,"(1, 1, 4)","(1, 1, 2, 12)",-374.5467898857606,-324.91359204136256
548,"(2, 1, 1)","(1, 1, 2, 12)",-331.15695435257226,-292.5533560291516
549,"(2, 1, 2)","(1, 1, 2, 12)",-389.2451376729412,-345.12673958903184
550,"(2, 1, 3)","(1, 1, 2, 12)",-373.3768644891081,-323.74366664471006
551,"(2, 1, 4)","(1, 1, 2, 12)",-364.49519275580326,-309.34719515091655
552,"(3, 1, 1)","(1, 1, 2, 12)",-329.1438162342926,-285.02541815038325
553,"(3, 1, 2)","(1, 1, 2, 12)",-381.860194359899,-332.226996515501
554,"(3, 1, 3)","(1, 1, 2, 12)",-384.6424573800437,-329.494459775157
555,"(3, 1, 4)","(1, 1, 2, 12)",-400.4304074642906,-339.76761009891527
556,"(4, 1, 1)","(1, 1, 2, 12)",-349.95347852583944,-300.32028068144143
557,"(4, 1, 2)","(1, 1, 2, 12)",-388.5697855591323,-333.4217879542456
558,"(4, 1, 3)","(1, 1, 2, 12)",-391.62666561769356,-330.9638682523182
559,"(4, 1, 4)","(1, 1, 2, 12)",-334.74359945758533,-268.5660023317213
560,"(1, 1, 1)","(1, 1, 2, 24)",-368.38340430342055,-335.3339716553486
561,"(1, 1, 2)","(1, 1, 2, 24)",-391.31757902818737,-352.75990760543675
562,"(1, 1, 3)","(1, 1, 2, 24)",-389.3415894154041,-345.2756792179748
563,"(1, 1, 4)","(1, 1, 2, 24)",-415.78787058706394,-366.21372161495594
564,"(2, 1, 1)","(1, 1, 2, 24)",-388.4913348073602,-349.93366338460953
565,"(2, 1, 2)","(1, 1, 2, 24)",-395.19826537616854,-351.1323551787392
566,"(2, 1, 3)","(1, 1, 2, 24)",-411.33460170874895,-361.760452736641
567,"(2, 1, 4)","(1, 1, 2, 24)",-413.08408639674224,-358.00169864995564
568,"(3, 1, 1)","(1, 1, 2, 24)",-386.52041874598797,-342.4545085485587
569,"(3, 1, 2)","(1, 1, 2, 24)",-387.1856052915081,-337.6114563194002
570,"(3, 1, 3)","(1, 1, 2, 24)",-410.1060084894099,-355.0236207426233
571,"(3, 1, 4)","(1, 1, 2, 24)",-411.7661899389284,-351.1755634174631
572,"(4, 1, 1)","(1, 1, 2, 24)",-401.22506248959206,-351.6509135174841
573,"(4, 1, 2)","(1, 1, 2, 24)",-398.0524386573816,-342.970050910595
574,"(4, 1, 3)","(1, 1, 2, 24)",-407.3089634287845,-346.7183369073192
575,"(4, 1, 4)","(1, 1, 2, 24)",-400.1293332814415,-334.03046798529755
576,"(1, 1, 1)","(1, 1, 3, 12)",-358.3670071597239,-319.76340883630326
577,"(1, 1, 2)","(1, 1, 3, 12)",-379.82405669107936,-335.70565860717
578,"(1, 1, 3)","(1, 1, 3, 12)",-374.19982241123233,-324.5666245668343
579,"(1, 1, 4)","(1, 1, 3, 12)",-372.3940238340103,-317.2460262291236
580,"(2, 1, 1)","(1, 1, 3, 12)",-328.65125949797067,-284.5328614140613
581,"(2, 1, 2)","(1, 1, 3, 12)",-388.8206574130244,-339.18745956862637
582,"(2, 1, 3)","(1, 1, 3, 12)",-374.9735264921363,-319.82552888724956
583,"(2, 1, 4)","(1, 1, 3, 12)",-381.6697197528529,-321.0069223874776
584,"(3, 1, 1)","(1, 1, 3, 12)",-327.0291302030186,-277.3959323586206
585,"(3, 1, 2)","(1, 1, 3, 12)",-384.66844278112524,-329.5204451762385
586,"(3, 1, 3)","(1, 1, 3, 12)",-376.7384570238444,-316.075659658469
587,"(3, 1, 4)","(1, 1, 3, 12)",-392.8169581902217,-326.6393610643577
588,"(4, 1, 1)","(1, 1, 3, 12)",-347.9575335505896,-292.80953594570286
589,"(4, 1, 2)","(1, 1, 3, 12)",-344.24497642132746,-283.5821790559521
590,"(4, 1, 3)","(1, 1, 3, 12)",-372.70401053197884,-306.5264134061148
591,"(4, 1, 4)","(1, 1, 3, 12)",-328.3430876691634,-256.6506907828107
592,"(1, 1, 1)","(1, 1, 3, 24)",-368.7041896597116,-330.1465182369609
593,"(1, 1, 2)","(1, 1, 3, 24)",-391.77064694786156,-347.7047367504323
594,"(1, 1, 3)","(1, 1, 3, 24)",-390.54115372905375,-340.9670047569458
595,"(1, 1, 4)","(1, 1, 3, 24)",-415.55480178002335,-360.47241403323676
596,"(2, 1, 1)","(1, 1, 3, 24)",-388.7979679241498,-344.73205772672054
597,"(2, 1, 2)","(1, 1, 3, 24)",-396.2824399692515,-346.70829099714354
598,"(2, 1, 3)","(1, 1, 3, 24)",-416.5878880266714,-361.5055002798848
599,"(2, 1, 4)","(1, 1, 3, 24)",-412.3713970972053,-351.78077057574
600,"(3, 1, 1)","(1, 1, 3, 24)",-386.8224553646359,-337.248306392528
601,"(3, 1, 2)","(1, 1, 3, 24)",-385.5741102267952,-330.49172248000855
602,"(3, 1, 3)","(1, 1, 3, 24)",-405.2260677843072,-344.6354412628419
603,"(3, 1, 4)","(1, 1, 3, 24)",-415.349559613117,-349.250694316973
604,"(4, 1, 1)","(1, 1, 3, 24)",-402.5641166928449,-347.4817289460583
605,"(4, 1, 2)","(1, 1, 3, 24)",-396.6394896837976,-336.0488631623323
606,"(4, 1, 3)","(1, 1, 3, 24)",-408.0107102702726,-341.91184497412866
607,"(4, 1, 4)","(1, 1, 3, 24)",-398.60929580605983,-327.0021917352372
608,"(1, 1, 1)","(1, 1, 4, 12)",-312.1113444560709,-267.99294637216155
609,"(1, 1, 2)","(1, 1, 4, 12)",-372.87122836430206,-323.23803051990404
610,"(1, 1, 3)","(1, 1, 4, 12)",-371.43629438539284,-316.28829678050613
611,"(1, 1, 4)","(1, 1, 4, 12)",-373.684467708542,-313.02167034316665
612,"(2, 1, 1)","(1, 1, 4, 12)",-334.5140433465077,-284.8808455021097
613,"(2, 1, 2)","(1, 1, 4, 12)",-347.86822867447097,-292.72023106958426
614,"(2, 1, 3)","(1, 1, 4, 12)",-374.23362031300894,-313.5708229476336
615,"(2, 1, 4)","(1, 1, 4, 12)",-371.80048826629553,-305.6228911404315
616,"(3, 1, 1)","(1, 1, 4, 12)",-332.24323305826323,-277.0952354533765
617,"(3, 1, 2)","(1, 1, 4, 12)",-371.2606709482333,-310.59787358285797
618,"(3, 1, 3)","(1, 1, 4, 12)",-381.69667082016286,-315.5190736942988
619,"(3, 1, 4)","(1, 1, 4, 12)",-397.1125156444208,-325.4201187580681
620,"(4, 1, 1)","(1, 1, 4, 12)",-356.71796268257776,-296.0551653172024
621,"(4, 1, 2)","(1, 1, 4, 12)",-379.38554062108784,-313.2079434952238
622,"(4, 1, 3)","(1, 1, 4, 12)",-354.8062819864542,-283.1138851001015
623,"(4, 1, 4)","(1, 1, 4, 12)",-332.41723987380476,-255.21004322696336
624,"(1, 1, 1)","(1, 1, 4, 24)",-368.72075319710933,-324.65484299968
625,"(1, 1, 2)","(1, 1, 4, 24)",-390.95951176836195,-341.38536279625396
626,"(1, 1, 3)","(1, 1, 4, 24)",-388.99834639009896,-333.91595864331236
627,"(1, 1, 4)","(1, 1, 4, 24)",-412.8581289447944,-352.26750242332906
628,"(2, 1, 1)","(1, 1, 4, 24)",-387.7775180657386,-338.2033690936306
629,"(2, 1, 2)","(1, 1, 4, 24)",-395.3165748687587,-340.2341871219721
630,"(2, 1, 3)","(1, 1, 4, 24)",-414.15232365002925,-353.56169712856394
631,"(2, 1, 4)","(1, 1, 4, 24)",-412.5512730626297,-346.45240776648575
632,"(3, 1, 1)","(1, 1, 4, 24)",-385.79258684264164,-330.71019909585505
633,"(3, 1, 2)","(1, 1, 4, 24)",-386.61730587843317,-326.02667935696786
634,"(3, 1, 3)","(1, 1, 4, 24)",-405.49300457440324,-339.3941392782593
635,"(3, 1, 4)","(1, 1, 4, 24)",-415.0871397203508,-343.4800356495282
636,"(4, 1, 1)","(1, 1, 4, 24)",-402.72113616668116,-342.13050964521585
637,"(4, 1, 2)","(1, 1, 4, 24)",-397.288405514758,-331.189540218614
638,"(4, 1, 3)","(1, 1, 4, 24)",-408.61044910294765,-337.003345032125
639,"(4, 1, 4)","(1, 1, 4, 24)",-399.57799988740396,-322.4626570419027
640,"(1, 1, 1)","(2, 0, 0, 12)",149.3837880507317,176.9903779517279
641,"(1, 1, 2)","(2, 0, 0, 12)",129.29124999291133,162.41915787410676
642,"(1, 1, 3)","(2, 0, 0, 12)",131.04733759125196,169.69656345264664
643,"(1, 1, 4)","(2, 0, 0, 12)",88.37341804383465,132.54396188542856
644,"(2, 1, 1)","(2, 0, 0, 12)",131.3449341765454,164.47284205774082
645,"(2, 1, 2)","(2, 0, 0, 12)",53.96784200392449,92.61706786531917
646,"(2, 1, 3)","(2, 0, 0, 12)",132.83376327627832,177.00430711787223
647,"(2, 1, 4)","(2, 0, 0, 12)",82.24807892683276,131.93994074862593
648,"(3, 1, 1)","(2, 0, 0, 12)",133.33855497342404,171.98778083481872
649,"(3, 1, 2)","(2, 0, 0, 12)",132.69679647479506,176.86734031638898
650,"(3, 1, 3)","(2, 0, 0, 12)",57.35545804928336,107.04731987107651
